document_id,filename,full_path,bank_name,source_type,document_type,word_count,global_normalized,within_type_normalized
10-Q_2022-10-25_Risk_Factors,10-Q_2022-10-25_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2022/10-Q_2022-10-25_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-K_2022-02-22_Business_Overview,10-K_2022-02-22_Business_Overview.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2022/10-K_2022-02-22_Business_Overview.txt,hsbc_north_america_holdings_inc,10-K,Business Overview,11359,0.8054068865730796,1.0291098120860753
10-K_2022-02-22_Risk_Factors,10-K_2022-02-22_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2022/10-K_2022-02-22_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-K,Risk Factors,13307,0.943529310646005,1.8356150096055823
10-K_2022-02-22_Management_Discussion_&_Analysis_(MD&A),10-K_2022-02-22_Management_Discussion_&_Analysis_(MD&A).txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2022/10-K_2022-02-22_Management_Discussion_&_Analysis_(MD&A).txt,hsbc_north_america_holdings_inc,10-K,MD&A,47931,3.3985348604924974,1.9832155829690956
10-Q_2022-08-01_MD&A,10-Q_2022-08-01_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2022/10-Q_2022-08-01_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,28960,2.0534011299547834,1.1982625708369323
10-Q_2022-04-26_Risk_Factors,10-Q_2022-04-26_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2022/10-Q_2022-04-26_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-Q_2024-04-30_Risk_Factors,10-Q_2024-04-30_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-Q_2024-04-30_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-K_2024-02-21_Management_Discussion_&_Analysis_(MD&A),10-K_2024-02-21_Management_Discussion_&_Analysis_(MD&A).txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-K_2024-02-21_Management_Discussion_&_Analysis_(MD&A).txt,hsbc_north_america_holdings_inc,10-K,MD&A,39302,2.7866979008799344,1.6261780234472762
10-Q_2024-04-30_MD&A,10-Q_2024-04-30_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-Q_2024-04-30_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,21865,1.5503320340628914,0.9046965162758814
10-K_2024-02-21_Business_Overview,10-K_2024-02-21_Business_Overview.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-K_2024-02-21_Business_Overview.txt,hsbc_north_america_holdings_inc,10-K,Business Overview,10198,0.7230864890634973,0.9239248053221054
10-Q_2024-07-31_Risk_Factors,10-Q_2024-07-31_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-Q_2024-07-31_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-Q_2024-07-31_MD&A,10-Q_2024-07-31_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-Q_2024-07-31_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,25976,1.8418214002660722,1.0747951843943424
10-Q_2024-10-29_MD&A,10-Q_2024-10-29_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-Q_2024-10-29_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,26921,1.9088263749831742,1.113895948532495
10-K_2024-02-21_Risk_Factors,10-K_2024-02-21_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-K_2024-02-21_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-K,Risk Factors,11896,0.8434827293488295,1.6409766404349597
10-Q_2024-10-29_Risk_Factors,10-Q_2024-10-29_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2024/10-Q_2024-10-29_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-Q_2023-08-01_Risk_Factors,10-Q_2023-08-01_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-Q_2023-08-01_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-Q_2023-10-30_Risk_Factors,10-Q_2023-10-30_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-Q_2023-10-30_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-K_2023-02-21_Business_Overview,10-K_2023-02-21_Business_Overview.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-K_2023-02-21_Business_Overview.txt,hsbc_north_america_holdings_inc,10-K,Business Overview,10544,0.7476195274255261,0.9552719305075779
10-Q_2023-10-30_MD&A,10-Q_2023-10-30_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-Q_2023-10-30_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,28875,2.0473742274670017,1.194745570887998
10-K_2023-02-21_Management_Discussion_&_Analysis_(MD&A),10-K_2023-02-21_Management_Discussion_&_Analysis_(MD&A).txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-K_2023-02-21_Management_Discussion_&_Analysis_(MD&A).txt,hsbc_north_america_holdings_inc,10-K,MD&A,42203,2.9923925375511646,1.7462111628809067
10-K_2023-02-21_Risk_Factors,10-K_2023-02-21_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-K_2023-02-21_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-K,Risk Factors,12080,0.8565292006164981,1.6663582562587687
10-Q_2023-08-01_MD&A,10-Q_2023-08-01_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-Q_2023-08-01_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,26690,1.8924473811634381,1.104337983965391
10-Q_2023-05-02_Risk_Factors,10-Q_2023-05-02_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-Q_2023-05-02_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-Q_2023-05-02_MD&A,10-Q_2023-05-02_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2023/10-Q_2023-05-02_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,21962,1.5572097933724776,0.9087100338646654
10-K_2021-02-23_Risk_Factors,10-K_2021-02-23_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-K_2021-02-23_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-K,Risk Factors,13445,0.9533141640967563,1.8546512214734392
10-K_2021-02-23_Business_Overview,10-K_2021-02-23_Business_Overview.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-K_2021-02-23_Business_Overview.txt,hsbc_north_america_holdings_inc,10-K,Business Overview,11720,0.831003495962364,1.0618159166871028
10-Q_2021-08-02_MD&A,10-Q_2021-08-02_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-Q_2021-08-02_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,32611,2.312274317988793,1.3493280627611604
10-K_2021-02-23_Management_Discussion_&_Analysis_(MD&A),10-K_2021-02-23_Management_Discussion_&_Analysis_(MD&A).txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-K_2021-02-23_Management_Discussion_&_Analysis_(MD&A).txt,hsbc_north_america_holdings_inc,10-K,MD&A,50581,3.586432408640984,2.092863228435873
10-Q_2021-10-25_Risk_Factors,10-Q_2021-10-25_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-Q_2021-10-25_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-Q_2021-04-27_MD&A,10-Q_2021-04-27_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-Q_2021-04-27_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,26998,1.9142860395897527,1.1170819367215297
10-Q_2021-10-25_MD&A,10-Q_2021-10-25_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-Q_2021-10-25_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,34320,2.433450510360779,1.4200404499697348
10-Q_2021-04-27_Risk_Factors,10-Q_2021-04-27_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-Q_2021-04-27_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-Q_2021-08-02_Risk_Factors,10-Q_2021-08-02_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2021/10-Q_2021-08-02_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,0,0.0,0.0
10-K_2020-02-18_Risk_Factors,10-K_2020-02-18_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-K_2020-02-18_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-K,Risk Factors,13745,0.9745855846418681,1.8960342907513887
10-Q_2020-08-03_MD&A,10-Q_2020-08-03_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-Q_2020-08-03_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,36429,2.5829885967929145,1.5073034251732946
10-K_2020-02-18_Management_Discussion_&_Analysis_(MD&A),10-K_2020-02-18_Management_Discussion_&_Analysis_(MD&A).txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-K_2020-02-18_Management_Discussion_&_Analysis_(MD&A).txt,hsbc_north_america_holdings_inc,10-K,MD&A,51840,3.675701470195303,2.144956204150089
10-Q_2020-10-27_Risk_Factors,10-Q_2020-10-27_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-Q_2020-10-27_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,1751,0.12415419124830199,0.24153918101896557
10-Q_2020-04-28_MD&A,10-Q_2020-04-28_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-Q_2020-04-28_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,29258,2.0745307410295943,1.2105927588931964
10-K_2020-02-18_Business_Overview,10-K_2020-02-18_Business_Overview.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-K_2020-02-18_Business_Overview.txt,hsbc_north_america_holdings_inc,10-K,Business Overview,9449,0.6699788424358684,0.8560664331720508
10-Q_2020-04-28_Risk_Factors,10-Q_2020-04-28_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-Q_2020-04-28_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,1136,0.08054777913082299,0.15670388899916898
10-Q_2020-10-27_MD&A,10-Q_2020-10-27_MD&A.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-Q_2020-10-27_MD&A.txt,hsbc_north_america_holdings_inc,10-Q,MD&A,36539,2.5907881176594554,1.5118548368719156
10-Q_2020-08-03_Risk_Factors,10-Q_2020-08-03_Risk_Factors.txt,/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/hsbc_north_america_holdings_inc/2020/10-Q_2020-08-03_Risk_Factors.txt,hsbc_north_america_holdings_inc,10-Q,Risk Factors,1867,0.13237914052574518,0.25754063447310604
10-K_2022-02-25_Quantitative_&_Qualitative_Disclosures_About_Market_Risk,10-K_2022-02-25_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2022/10-K_2022-02-25_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt","ameriprise_financial,_inc",10-K,Market Risk,4620,0.3275798763947203,0.6183763319040312
10-Q_2022-11-02_MD&A,10-Q_2022-11-02_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2022/10-Q_2022-11-02_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,18203,1.290678893942228,0.7531758831817914
10-K_2022-02-25_Management_Discussion_&_Analysis_(MD&A),10-K_2022-02-25_Management_Discussion_&_Analysis_(MD&A).txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2022/10-K_2022-02-25_Management_Discussion_&_Analysis_(MD&A).txt","ameriprise_financial,_inc",10-K,MD&A,16704,1.1843926959518198,0.6911525546705842
10-K_2022-02-25_Business_Overview,10-K_2022-02-25_Business_Overview.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2022/10-K_2022-02-25_Business_Overview.txt","ameriprise_financial,_inc",10-K,Business Overview,11863,0.8411428730888673,1.074771520448729
10-K_2022-02-25_Risk_Factors,10-K_2022-02-25_Risk_Factors.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2022/10-K_2022-02-25_Risk_Factors.txt","ameriprise_financial,_inc",10-K,Risk Factors,12260,0.869292052943565,1.6911880978255385
10-Q_2022-05-02_MD&A,10-Q_2022-05-02_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2022/10-Q_2022-05-02_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,12759,0.9046735157836009,0.5279223805700421
10-Q_2022-08-01_MD&A,10-Q_2022-08-01_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2022/10-Q_2022-08-01_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,16745,1.1872997900929851,0.6928489899400702
10-K_2024-02-22_Risk_Factors,10-K_2024-02-22_Risk_Factors.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2024/10-K_2024-02-22_Risk_Factors.txt","ameriprise_financial,_inc",10-K,Risk Factors,12641,0.8963067570358569,1.7437445958085345
10-Q_2024-05-06_MD&A,10-Q_2024-05-06_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2024/10-Q_2024-05-06_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,11119,0.7883897501369902,0.46006496979060263
10-K_2024-02-22_Quantitative_&_Qualitative_Disclosures_About_Market_Risk,10-K_2024-02-22_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2024/10-K_2024-02-22_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt","ameriprise_financial,_inc",10-K,Market Risk,3522,0.24972647719961144,0.4714115673086575
10-K_2024-02-22_Management_Discussion_&_Analysis_(MD&A),10-K_2024-02-22_Management_Discussion_&_Analysis_(MD&A).txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2024/10-K_2024-02-22_Management_Discussion_&_Analysis_(MD&A).txt","ameriprise_financial,_inc",10-K,MD&A,20045,1.4212854160892139,0.8293913408986986
10-K_2024-02-22_Business_Overview,10-K_2024-02-22_Business_Overview.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2024/10-K_2024-02-22_Business_Overview.txt","ameriprise_financial,_inc",10-K,Business Overview,11181,0.7927858437163133,1.0129832563548207
10-Q_2024-08-06_MD&A,10-Q_2024-08-06_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2024/10-Q_2024-08-06_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,15073,1.0687470729215625,0.6236675321210319
10-Q_2024-11-01_MD&A,10-Q_2024-11-01_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2024/10-Q_2024-11-01_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,15809,1.1209329579922365,0.6541206140318047
10-K_2023-02-23_Management_Discussion_&_Analysis_(MD&A),10-K_2023-02-23_Management_Discussion_&_Analysis_(MD&A).txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2023/10-K_2023-02-23_Management_Discussion_&_Analysis_(MD&A).txt","ameriprise_financial,_inc",10-K,MD&A,15603,1.1063265825512598,0.6455970612143873
10-K_2023-02-23_Quantitative_&_Qualitative_Disclosures_About_Market_Risk,10-K_2023-02-23_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2023/10-K_2023-02-23_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt","ameriprise_financial,_inc",10-K,Market Risk,4584,0.3250273059293069,0.6135578150320518
10-K_2023-02-23_Risk_Factors,10-K_2023-02-23_Risk_Factors.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2023/10-K_2023-02-23_Risk_Factors.txt","ameriprise_financial,_inc",10-K,Risk Factors,12104,0.858230914260107,1.6696689018010047
10-Q_2023-11-02_MD&A,10-Q_2023-11-02_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2023/10-Q_2023-11-02_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,17530,1.2429600071860274,0.7253295188802288
10-Q_2023-08-08_MD&A,10-Q_2023-08-08_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2023/10-Q_2023-08-08_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,16668,1.1818401254864064,0.6896630017510356
10-K_2023-02-23_Business_Overview,10-K_2023-02-23_Business_Overview.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2023/10-K_2023-02-23_Business_Overview.txt","ameriprise_financial,_inc",10-K,Business Overview,11328,0.8032088397834181,1.0263012546272612
10-Q_2023-05-02_MD&A,10-Q_2023-05-02_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2023/10-Q_2023-05-02_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,12263,0.8695047671490161,0.5073996514562604
10-Q_2021-08-09_MD&A,10-Q_2021-08-09_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2021/10-Q_2021-08-09_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,18460,1.3089014108758736,0.7638096359685694
10-K_2021-02-24_Quantitative_&_Qualitative_Disclosures_About_Market_Risk,10-K_2021-02-24_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2021/10-K_2021-02-24_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt","ameriprise_financial,_inc",10-K,Market Risk,4935,0.3499148679670876,0.6605383545338515
10-Q_2021-11-09_MD&A,10-Q_2021-11-09_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2021/10-Q_2021-11-09_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,19546,1.3859039532491781,0.8087444823749544
10-Q_2021-05-10_MD&A,10-Q_2021-05-10_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2021/10-Q_2021-05-10_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,13258,0.9400549786236366,0.5485692390937863
10-K_2021-02-24_Business_Overview,10-K_2021-02-24_Business_Overview.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2021/10-K_2021-02-24_Business_Overview.txt","ameriprise_financial,_inc",10-K,Business Overview,11117,0.7882479406666895,1.0071849441817853
10-K_2021-02-24_Risk_Factors,10-K_2021-02-24_Risk_Factors.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2021/10-K_2021-02-24_Risk_Factors.txt","ameriprise_financial,_inc",10-K,Risk Factors,11562,0.8198005478086051,1.594903489972176
10-K_2021-02-24_Management_Discussion_&_Analysis_(MD&A),10-K_2021-02-24_Management_Discussion_&_Analysis_(MD&A).txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2021/10-K_2021-02-24_Management_Discussion_&_Analysis_(MD&A).txt","ameriprise_financial,_inc",10-K,MD&A,25392,1.8004130349382548,1.050631325921664
10-Q_2020-11-09_MD&A,10-Q_2020-11-09_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-Q_2020-11-09_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,21385,1.516297761190713,0.8848358106818992
10-Q_2020-08-10_Risk_Factors,10-Q_2020-08-10_Risk_Factors.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-Q_2020-08-10_Risk_Factors.txt","ameriprise_financial,_inc",10-Q,Risk Factors,646,0.04580445890714054,0.08911154251185137
10-K_2020-02-26_Risk_Factors,10-K_2020-02-26_Risk_Factors.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-K_2020-02-26_Risk_Factors.txt","ameriprise_financial,_inc",10-K,Risk Factors,17446,1.237004009433396,2.4065634220770264
10-K_2020-02-26_Management_Discussion_&_Analysis_(MD&A),10-K_2020-02-26_Management_Discussion_&_Analysis_(MD&A).txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-K_2020-02-26_Management_Discussion_&_Analysis_(MD&A).txt","ameriprise_financial,_inc",10-K,MD&A,26829,1.90230313934934,1.1100893132936485
10-Q_2020-05-11_MD&A,10-Q_2020-05-11_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-Q_2020-05-11_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,15760,1.1174586259698682,0.652093167002419
10-K_2020-02-26_Quantitative_&_Qualitative_Disclosures_About_Market_Risk,10-K_2020-02-26_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-K_2020-02-26_Quantitative_&_Qualitative_Disclosures_About_Market_Risk.txt","ameriprise_financial,_inc",10-K,Market Risk,4972,0.35253834316765137,0.6654907190967193
10-K_2020-02-26_Business_Overview,10-K_2020-02-26_Business_Overview.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-K_2020-02-26_Business_Overview.txt","ameriprise_financial,_inc",10-K,Business Overview,17896,1.2689111402510638,1.6213530413850166
10-Q_2020-11-09_Risk_Factors,10-Q_2020-11-09_Risk_Factors.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-Q_2020-11-09_Risk_Factors.txt","ameriprise_financial,_inc",10-Q,Risk Factors,652,0.04622988731804278,0.08993920389741036
10-Q_2020-08-10_MD&A,10-Q_2020-08-10_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/ameriprise_financial,_inc/2020/10-Q_2020-08-10_MD&A.txt","ameriprise_financial,_inc",10-Q,MD&A,21755,1.5425325131963505,0.9001451045772605
10-Q_2022-11-04_MD&A,10-Q_2022-11-04_MD&A.txt,"/Users/alexleu/Documents/Capstone_VSC_Python/Capstone_MCG/SEC_Data/flagstar_financial,_inc/2022/10-Q_2022-11-04_MD&A.txt","flagstar_financial,_inc",10-Q,MD&A,23668,1.678173271539013,0.9792982916632775
