bank_name,subcategory,total_hits,total_documents,raw_base_score,doc_score,doc_normalized_score,normalized_base_score,normalized_doc_scaled_score,log_transformed,clipped_score,log_scaled_score,clipped_scaled_score
"pinnacle_financial_partners,_inc",Analytics,4169,54,100.0,12305.0,227.87037037037038,5.0,2.241524329855293,5.433155775025461,227.87037037037038,3.9282025549447406,2.3275841270035844
"pinnacle_financial_partners,_inc",Data,734,53,100.0,1420.0,26.79245283018868,5.0,1.7388667346749513,3.3247645029105084,26.79245283018868,3.5228265528180813,2.2464986407513488
"pinnacle_financial_partners,_inc",Technology,348,50,100.0,640.0,12.8,5.0,1.6755022488755622,2.624668592163159,12.8,3.418411104352813,2.2965957718592325
"pnc_financial_services_group,_inc.,_the",Analog,3400,42,30.0,900.0,21.428571428571427,1.0,1.0382493077874348,3.1103356562929947,21.428571428571427,1.4389132166863499,1.0441932534910703
"pnc_financial_services_group,_inc.,_the",Analytics,1957,56,100.0,515.0,9.196428571428571,5.0,1.0,2.322037518920861,9.196428571428571,1.0,1.0
"pnc_financial_services_group,_inc.,_the",Data,528,41,30.0,55.0,1.3414634146341464,1.5,1.0183179032940288,0.8507761247635285,1.3414634146341464,1.2916754111912991,1.0309030580020178
"pnc_financial_services_group,_inc.,_the",Technology,209,36,25.0,25.0,0.6944444444444444,2.0,1.036648342495419,0.5273549257172012,0.6944444444444444,1.4859131595118928,1.0703448226920156
"popular,_inc",Analog,5949,58,100.0,15820.0,272.7586206896552,5.0,2.220892592021678,5.612246771738639,272.7586206896552,3.8787712965090213,2.410619405308782
"popular,_inc",Analytics,6062,59,100.0,22625.0,383.47457627118644,5.0,3.124969361597116,5.951877665228199,383.47457627118644,4.41642660789323,3.2722676688535652
"popular,_inc",Data,966,56,100.0,2500.0,44.642857142857146,5.0,2.2442336482028593,3.820847124762276,44.642857142857146,3.970215601959371,3.099073457332271
"popular,_inc",Technology,299,56,100.0,390.0,6.964285714285714,5.0,1.3675305204540587,2.074967261284915,6.964285714285714,2.9119076141053766,1.7054580789970712
"prosperity_bancshares,_inc",Analog,3427,33,100.0,11765.0,356.5151515151515,5.0,2.61501219285235,5.87917774309654,356.5151515151515,4.139081778045246,2.8659852258382483
"prosperity_bancshares,_inc",Analytics,4738,33,100.0,21570.0,653.6363636363636,5.0,4.658816646974412,6.484079911450496,653.6363636363636,4.917338450147247,4.912437950133336
"prosperity_bancshares,_inc",Data,442,33,100.0,1325.0,40.15151515151515,5.0,2.1170782291991603,3.717260746652161,40.15151515151515,3.876796866520333,2.8845570235642692
"prosperity_bancshares,_inc",Technology,151,30,100.0,410.0,13.666666666666666,5.0,1.7212393803098451,2.6855773452501515,13.666666666666666,3.4745333916608896,2.384386110578868
"raymond_james_financial,_inc",Analog,5065,55,100.0,11265.0,204.8181818181818,5.0,1.9011962246533352,5.326993166524703,204.8181818181818,3.600592623740385,2.0412421950910122
"raymond_james_financial,_inc",Analytics,3570,53,100.0,10045.0,189.52830188679246,5.0,2.023836705588165,5.249800749866739,189.52830188679246,3.755627741345731,2.0948068646716864
"raymond_james_financial,_inc",Data,837,53,100.0,1240.0,23.39622641509434,5.0,1.6427153853287584,3.1944284652197354,23.39622641509434,3.405283802068909,2.0842873506204374
"raymond_james_financial,_inc",Technology,330,53,100.0,830.0,15.660377358490566,5.0,1.826454697179712,2.813033287051838,15.660377358490566,3.591973309938307,2.586342114745228
regions_financial_corporation,Analog,6985,58,90.0,15305.0,263.87931034482756,4.428571428571429,2.1791106531774553,5.579274289584241,263.87931034482756,3.846616606240623,2.3623445495923683
regions_financial_corporation,Analytics,5387,58,90.0,15365.0,264.91379310344826,3.6666666666666665,2.451838874907562,5.583172170177195,264.91379310344826,4.069398856533393,2.552477224122282
regions_financial_corporation,Data,877,55,90.0,1350.0,24.545454545454547,4.5,1.6752514479863085,3.240459396535375,24.545454545454547,3.4467965132288367,2.13917702960413
regions_financial_corporation,Technology,321,47,75.0,420.0,8.936170212765957,4.0,1.471593990238923,2.2961816559588386,8.936170212765957,3.115738052020277,1.9052031651942778
"santander_holdings_usa,_inc",Analog,8284,54,100.0,17285.0,320.0925925925926,5.0,2.4436244307004253,5.771729531980399,320.0925925925926,4.034298524781065,2.6679637907801355
"santander_holdings_usa,_inc",Analytics,4291,55,100.0,14185.0,257.90909090909093,5.0,2.4120695812910355,5.556476999733496,257.90909090909093,4.044273207212753,2.509951208580082
"santander_holdings_usa,_inc",Data,651,51,100.0,970.0,19.019607843137255,5.0,1.5188079275111697,2.9967121854403396,19.019607843137255,3.2269745960740086,1.875250361268729
"santander_holdings_usa,_inc",Technology,640,50,100.0,1920.0,38.4,5.0,3.0265067466266866,3.673765816303888,38.4,4.385065859922019,4.889787315577697
southstate_corporation,Analog,5814,55,100.0,11505.0,209.1818181818182,5.0,1.9217294846255002,5.347972956993898,209.1818181818182,3.621052068112026,2.0649663254201376
southstate_corporation,Analytics,3964,55,100.0,11085.0,201.54545454545453,5.0,2.092064256061609,5.310964328248804,201.54545454545453,3.8131952562212907,2.167763802248123
southstate_corporation,Data,803,46,55.0,800.0,17.391304347826086,2.75,1.4727086517021561,2.9118779631171283,17.391304347826086,3.1504673765343507,1.7974789825628834
southstate_corporation,Technology,403,46,55.0,285.0,6.195652173913044,3.2,1.3269669513069553,1.973476978887968,6.195652173913044,2.8183928645992715,1.6275981572348526
state_street_corporation,Analog,14264,58,100.0,50075.0,863.3620689655172,5.0,5.0,6.761991742325073,749.0296226415093,5.0,5.0
state_street_corporation,Analytics,7938,57,100.0,30410.0,533.5087719298245,5.0,3.976790583129466,6.281348141798767,533.5087719298245,4.726526132197638,4.1831353059645995
state_street_corporation,Data,2284,53,100.0,7525.0,141.9811320754717,5.0,5.0,4.962712678026424,84.44265734265733,5.0,5.0
state_street_corporation,Technology,774,53,100.0,2015.0,38.0188679245283,5.0,3.0063930299001442,3.664045322076198,38.0188679245283,4.37610924297989,4.85117995326703
synchrony_financial,Analog,7520,44,75.0,8185.0,186.02272727272728,3.5714285714285716,1.8127534850857285,5.2312301456874515,186.02272727272728,3.507204741694712,1.9390554462254563
synchrony_financial,Analytics,4936,44,80.0,8690.0,197.5,2.333333333333333,2.0690961319120773,5.290789100127245,197.5,3.7942062144462887,2.1432035771162323
synchrony_financial,Data,917,38,55.0,825.0,21.710526315789473,2.75,1.594991141026079,3.122828531357042,21.710526315789473,3.340711843853889,2.00377458307739
synchrony_financial,Technology,661,38,70.0,715.0,18.81578947368421,3.8,1.9929771956127198,2.986479068073508,18.81578947368421,3.7517889926033114,2.9059744590447183
synovus_financial_corp,Analog,7239,58,100.0,15200.0,262.0689655172414,5.0,2.1705920054519345,5.572416224103756,262.0689655172414,3.839928636243921,2.352502103281255
synovus_financial_corp,Analytics,3496,57,100.0,8265.0,145.0,5.0,1.7710266555895067,4.983606621708336,145.0,3.5050842833285842,1.8244725655731577
synovus_financial_corp,Data,643,55,100.0,935.0,17.0,5.0,1.4616303440600946,2.8903717578961645,17.0,3.1310721381594826,1.7787894208738873
synovus_financial_corp,Technology,650,55,100.0,1790.0,32.54545454545455,5.0,2.7175412293853074,3.512901371242157,32.54545454545455,4.236842818965746,4.296742090380718
